1.246095951,0.385370994,0.37696137,0.10785342,1,0,0,0,0,0,0
1.784311851,0.301274759,0.3517325,0.099443797,1,0,0,0,0,0,0
1.557252018,0.301274759,0.334913253,0.570382709,1,0,0,0,0,0,0
1.363830679,0.242407395,0.233997772,0.654478943,1,0,0,0,0,0,0
1.632938629,0.301274759,0.3517325,0.805852165,1,0,0,0,0,0,0
1.523613525,0.276045889,0.141491914,1.444983546,1,0,0,0,0,0,0
1.532023148,0.284455512,0.259226642,0.889948399,1,0,0,0,0,0,0
1.666577123,0.267636266,0.334913253,0.64606932,1,0,0,0,0,0,0
1.70862524,0.267636266,0.419009487,0.721755931,1,0,0,0,0,0,0
1.70862524,0.242407395,0.334913253,0.334913253,1,0,0,0,0,0,0
1.313372939,0.267636266,0.318094006,1.117008232,1,0,0,0,0,0,0
1.784311851,0.233997772,0.208768902,1.276791077,1,0,0,0,0,0,0
1.481565407,0.267636266,0.233997772,1.20951409,1,0,0,0,0,0,0
1.632938629,0.225588148,0.233997772,1.369296935,1,0,0,0,0,0,0
1.658167499,0.259226642,0.175130408,1.512260533,1,0,0,0,0,0,0
1.73385411,0.225588148,0.309684383,1.20951409,1,0,0,0,0,0,0
1.717034863,0.200359278,0.242407395,1.436573922,1,0,0,0,0,0,0
1.68339637,0.208768902,0.309684383,1.201104466,1,0,0,0,0,0,0
1.153590094,0.519924968,0.410599864,1.436573922,1,0,0,0,0,0,0
1.574071265,0.242407395,0.158311161,2.151391914,1,0,0,0,0,0,0
