292;459;460;699;1;0;0;0;0;0
271;449;438;698;1;0;0;0;0;0
271;452;444;634;1;0;0;0;0;0
270;449;453;549;1;0;0;0;0;0
275;452;451;531;1;0;0;0;0;0
291;451;455;530;1;0;0;0;0;0
302;460;453;558;1;0;0;0;0;0
275;447;444;549;1;0;0;0;0;0
266;444;448;549;1;0;0;0;0;0
280;449;452;558;1;0;0;0;0;0
279;449;440;596;1;0;0;0;0;0
272;436;443;605;1;0;0;0;0;0
275;445;444;568;1;0;0;0;0;0
285;457;456;577;1;0;0;0;0;0
276;460;448;540;1;0;0;0;0;0
274;461;457;540;1;0;0;0;0;0
285;453;464;559;1;0;0;0;0;0
275;442;449;540;1;0;0;0;0;0
272;445;452;539;1;0;0;0;0;0
277;456;445;549;1;0;0;0;0;0
339;545;543;839;0;1;0;0;0;0
342;543;540;858;0;1;0;0;0;0
344;549;540;886;0;1;0;0;0;0
344;526;537;895;0;1;0;0;0;0
358;533;541;886;0;1;0;0;0;0
350;556;545;867;0;1;0;0;0;0
348;556;550;867;0;1;0;0;0;0
400;579;570;914;0;1;0;0;0;0
431;610;606;932;0;1;0;0;0;0
338;531;543;895;0;1;0;0;0;0
363;541;552;905;0;1;0;0;0;0
342;543;552;914;0;1;0;0;0;0
371;543;548;895;0;1;0;0;0;0
348;543;541;895;0;1;0;0;0;0
363;537;549;896;0;1;0;0;0;0
343;549;545;905;0;1;0;0;0;0
330;528;531;924;0;1;0;0;0;0
407;592;594;979;0;1;0;0;0;0
335;540;543;933;0;1;0;0;0;0
346;535;545;933;0;1;0;0;0;0
296;535;526;549;0;0;1;0;0;0
292;508;519;606;0;0;1;0;0;0
321;536;544;596;0;0;1;0;0;0
309;520;519;614;0;0;1;0;0;0
288;502;501;587;0;0;1;0;0;0
288;499;503;587;0;0;1;0;0;0
296;493;498;605;0;0;1;0;0;0
306;511;508;651;0;0;1;0;0;0
281;506;507;614;0;0;1;0;0;0
314;516;518;651;0;0;1;0;0;0
288;511;515;634;0;0;1;0;0;0
288;507;508;624;0;0;1;0;0;0
305;495;493;652;0;0;1;0;0;0
292;508;515;642;0;0;1;0;0;0
304;527;533;624;0;0;1;0;0;0
298;512;519;596;0;0;1;0;0;0
308;514;519;652;0;0;1;0;0;0
300;512;522;653;0;0;1;0;0;0
308;510;514;671;0;0;1;0;0;0
288;503;502;652;0;0;1;0;0;0
318;531;537;1055;0;0;0;1;0;0
335;514;523;1045;0;0;0;1;0;0
380;558;554;1037;0;0;0;1;0;0
330;529;533;998;0;0;0;1;0;0
330;533;527;960;0;0;0;1;0;0
330;527;527;999;0;0;0;1;0;0
351;547;528;1044;0;0;0;1;0;0
323;540;545;961;0;0;0;1;0;0
384;604;603;1026;0;0;0;1;0;0
352;529;524;979;0;0;0;1;0;0
359;523;527;1017;0;0;0;1;0;0
333;528;529;989;0;0;0;1;0;0
334;529;528;970;0;0;0;1;0;0
340;535;550;933;0;0;0;1;0;0
340;526;554;942;0;0;0;1;0;0
333;536;524;924;0;0;0;1;0;0
337;529;536;932;0;0;0;1;0;0
337;531;540;980;0;0;0;1;0;0
331;539;539;1008;0;0;0;1;0;0
347;524;535;1027;0;0;0;1;0;0
477;648;658;642;0;0;0;0;1;0
484;638;648;643;0;0;0;0;1;0
503;686;680;616;0;0;0;0;1;0
474;637;638;624;0;0;0;0;1;0
512;675;674;605;0;0;0;0;1;0
484;657;654;642;0;0;0;0;1;0
501;669;669;633;0;0;0;0;1;0
472;632;642;661;0;0;0;0;1;0
473;641;648;634;0;0;0;0;1;0
478;645;650;634;0;0;0;0;1;0
481;634;638;633;0;0;0;0;1;0
485;659;669;623;0;0;0;0;1;0
491;634;649;689;0;0;0;0;1;0
476;640;642;634;0;0;0;0;1;0
511;686;679;661;0;0;0;0;1;0
505;654;662;698;0;0;0;0;1;0
477;631;641;700;0;0;0;0;1;0
494;659;654;680;0;0;0;0;1;0
494;661;659;624;0;0;0;0;1;0
481;641;636;709;0;0;0;0;1;0
514;642;646;1110;0;0;0;0;0;1
519;644;648;1092;0;0;0;0;0;1
528;676;671;1083;0;0;0;0;0;1
553;676;682;1008;0;0;0;0;0;1
581;729;729;988;0;0;0;0;0;1
550;686;692;1008;0;0;0;0;0;1
561;674;659;1018;0;0;0;0;0;1
556;673;679;1046;0;0;0;0;0;1
550;684;697;989;0;0;0;0;0;1
557;686;720;962;0;0;0;0;0;1
552;670;691;1017;0;0;0;0;0;1
562;678;691;1027;0;0;0;0;0;1
595;712;704;999;0;0;0;0;0;1
599;715;711;1007;0;0;0;0;0;1
569;691;713;1017;0;0;0;0;0;1
579;694;692;1026;0;0;0;0;0;1
617;749;750;970;0;0;0;0;0;1
568;701;708;989;0;0;0;0;0;1
582;720;728;942;0;0;0;0;0;1
571;717;728;989;0;0;0;0;0;1
